0,1,74,0,0,0,0,0
0,1,52,0,0,0,0,0
1,4,28,0,0,0,0,0
0,1,42,0,0,0,0,0
0,2,39,0,0,0,0,0
0,1,37,0,0,0,0,0
0,1,35,0,0,0,0,0
0,2,37,0,0,0,0,0
0,0,93,0,0,0,0,0
0,0,89,0,0,0,0,0
0,0,96,0,0,0,0,0
1,1,59,0,0,0,0,0
0,1,60,0,0,0,0,0
0,3,73,0,0,0,0,0
0,0,55,0,0,0,0,0
0,1,33,0,0,0,0,0
0,2,59,0,0,0,0,0
0,2,44,0,0,0,0,0
0,5,36,0,0,0,0,0
0,0,34,0,0,0,0,0
0,0,20,0,0,0,0,0
0,0,39,0,0,0,0,0
0,1,63,0,0,0,0,0
0,0,89,0,0,0,0,0
0,0,84,0,0,0,0,0
0,0,95,0,0,0,0,0
0,1,89,0,0,0,0,0
0,0,47,0,0,0,0,0
0,0,100,0,0,0,0,0
1,0,73,0,0,0,0,0
0,0,94,0,0,0,0,0
0,0,83,0,0,0,0,0
0,1,46,0,0,0,0,0
0,0,78,0,0,0,0,0
0,0,81,0,0,0,0,0
0,2,45,0,0,0,0,0
3,1,38,0,0,0,0,0
3,0,53,0,0,0,0,0
2,5,38,0,0,0,0,0
0,0,66,0,0,0,0,0
0,1,86,2,0,0,0,0
0,0,87,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,84,0,0,0,0,0
0,0,97,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,96,0,0,0,0,0
0,1,75,0,0,0,0,0
0,0,78,0,0,0,0,0
0,0,93,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,99,0,0,0,0,0
0,0,95,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,1,75,0,0,0,0,0
1,0,62,2,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,85,0,0,0,0,0
1,0,67,2,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,100,0,0,0,0,0
0,1,95,0,0,0,0,0
0,0,95,0,0,0,0,0
0,0,26,0,0,0,0,0
1,5,37,0,0,0,0,0
0,0,77,0,0,0,0,0
0,0,79,0,0,0,0,0
0,0,76,0,0,0,0,0
0,0,80,0,0,0,0,0
0,0,90,0,0,0,0,0
0,0,85,0,0,0,0,0
0,0,99,0,0,0,0,0
0,0,55,0,0,0,0,0
0,0,79,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,95,0,0,0,0,0
0,0,82,0,0,0,0,0
0,0,91,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,93,0,0,0,0,0
0,0,91,0,0,0,0,0
0,0,72,0,0,0,0,0
0,0,43,0,0,0,0,0
0,0,31,0,0,0,0,0
0,4,45,0,0,0,0,0
0,1,54,0,0,0,0,0
0,2,60,0,0,0,0,0
1,2,53,0,0,0,0,0
0,1,51,0,0,0,0,0
0,0,56,0,0,0,0,0
5,1,54,1,0,0,0,0
4,1,47,0,0,0,0,0
1,0,23,17,0,0,0,0
0,0,15,11,0,0,0,0
